Latitude(deg),Longitude(deg),Time Zone,Tilt(deg),PV Azimuth(deg),GroundClearance(panel slope lengths),Row-to-Row-Distance rtr,RowType(first interior last single),TransmissionFactor(open area fraction),CellRows(# hor rows in panel),PVfrontSurface(glass or ARglass),PVbackSurface(glass or ARglass),Albedo,Tracking
37.517,-77.317,-5.0,113,180,1,1.5,interior,0.013,6,glass,glass,0.62,False
Year,Month,Day,Hour,Minute,DNI,DHI,decHRs,ghi,inc,zen,azm,pvFrontSH,aveFrontGroundGHI,GTIfrontBroadBand,pvBackSH,aveBackGroundGHI,GTIbackBroadBand,maxShadow,Tamb,Vwind,No_1_RowFrontGTI,No_2_RowFrontGTI,No_3_RowFrontGTI,No_4_RowFrontGTI,No_5_RowFrontGTI,No_6_RowFrontGTI,No_1_RowBackGTI,No_2_RowBackGTI,No_3_RowBackGTI,No_4_RowBackGTI,No_5_RowBackGTI,No_6_RowBackGTI
1987,1,1,8,0,2,9,7.5,9.101375017957679,62.23430653245762,87.09457464008314,121.88953186426373,0.8367926939012906,4.848780537882498,6.887400348201766,1.0,4.848780537882498,7.267428576431515,1.5,1.1,3.6,2.9365786512082974,2.9520377832202778,3.002341528833641,3.0603789352256063,3.211230384491762,3.908805339031728,4.157805644807821,4.4990519776656575,4.923472670685525,5.373333779297733,5.816452907608676,5.836676723406379
1987,1,1,9,0,3,58,8.5,58.524760178051906,59.5299537015583,79.92599390889312,129.41391417115975,0.4825747638479206,29.925440218803217,47.023254616199615,1.0,29.925440218803217,45.72122112066455,1.5,1.7,5.2,18.117297487018977,18.211647802849015,19.39517442664565,27.241989137490613,28.170859750554936,27.430405740067563,25.640094091705965,27.74325910821972,30.35921440307008,33.132145664774775,35.86351543562189,36.22165068211492
1987,1,1,10,0,5,74,9.5,75.58207113171035,56.48178873798284,71.5537895265779,140.7113649619976,0.14049339353340867,39.341978463560906,54.256339972390194,1.0,39.341978463560906,59.92329175111213,1.5,2.2,4.1,24.508485027508257,28.318224219056766,28.725288489029275,29.195051737676582,30.41744582205724,29.46814996578705,33.72072560397895,36.48739433752631,39.928501322603445,43.57597648143614,47.16876488148993,47.665810352513006
1987,1,1,11,0,10,110,10.5,114.20704516289094,54.18069983426399,65.12092546296138,153.85145937145785,0.0,57.93641582255455,85.3603193533611,1.0,57.93641582255455,88.35911133836196,1.5,2.2,5.2,45.504533805205284,45.68005569299554,46.25851742608528,46.91809003929334,48.69262089588241,47.42378766575635,49.23747844803496,53.26004413549397,58.26327117798648,63.56652597368763,68.79950559000693,69.6508974488472
1987,1,1,12,0,10,126,11.5,130.8034005955951,52.83892131414408,61.29238580686506,168.71236787183352,0.0,66.94215627051739,97.28929149269564,1.0,66.94215627051739,100.97820441905307,1.5,2.2,5.2,51.835233946072435,52.01398094251758,52.64423439077001,53.36172254131898,55.376980102939726,53.93907675548381,56.285005480722006,60.8490607721261,66.52882898913847,72.57279571581454,78.50829615911223,79.54366746794516
1987,1,1,13,0,8,142,12.5,145.9295188118467,52.596319690187805,60.5811829000067,184.48751990082627,0.0,74.76632228592374,108.78667074030587,1.0,74.76632228592374,112.52985268048003,1.5,2.2,5.7,58.052878792432836,58.241773937470555,58.93251083324155,59.71897739849797,61.957183994194196,60.376713537555744,62.674207532268355,67.74572364571218,74.05734237629622,80.78170693939602,87.37549149315224,88.57912270893094
1987,1,1,14,0,5,116,13.5,118.26253072854747,53.47967415041253,63.09541029535042,199.88742523120266,0.0,61.27443030777512,85.65883867718016,1.0,61.27443030777512,92.81634964507991,1.5,2.8,7.2,44.69054631634656,44.8713395471297,45.47511177618364,46.165280301298985,48.03633169874151,46.72512899758994,51.9518962012896,56.18909254449631,61.459364213169636,67.05111444174663,72.56305272083362,73.48772265044018
1987,1,1,15,0,3,120,14.5,121.1008764381211,55.394773306321454,68.4718187966538,213.83136213146457,0.03078011388642594,61.044132476597525,91.39227594848192,1.0,61.044132476597525,93.95173695227265,1.5,2.8,7.2,46.659187962255594,49.04962836540315,49.67883880859513,50.40522387353608,52.298436565569546,50.97184490873783,52.287452836152795,56.57551674597935,61.90920997002938,67.56308438477697,73.13221063883736,74.05964269396027
1987,1,1,16,0,2,62,15.5,62.4810735580323,58.15385380023371,76.08177635024639,225.91411254779985,0.3161907758258306,32.80499603748869,44.71068517623771,1.0,32.80499603748869,49.81951154406244,1.5,2.8,9.8,19.865262930039258,20.317480260295753,23.692937463194234,24.085002129207723,25.104780392590037,24.28816293626285,28.122647578961033,30.43028915803118,33.30042662335249,36.34264684684437,39.339252566486124,39.72694620839616
1987,1,1,17,0,0,21,16.5,21.0,61.45227657510005,84.99611056735412,236.06076703204292,0.7262238090518329,11.31074621284778,13.888365038460758,1.0,11.31074621284778,17.006399467595298,1.5,2.8,8.8,6.850793755338536,6.886959153799897,7.00444755652108,7.139982952697644,7.492084448913962,7.17426687825864,9.701183277301102,10.497504315805287,11.487889414904236,12.537612522237218,13.571595382445253,13.6664821657435
1987,1,2,8,0,20,10,7.5,11.011067395180175,62.34415101916754,87.10227011713297,121.76094868189031,0.8366293948441377,5.138410410439019,19.6208286434428,1.0,5.138410410439019,8.770210741132717,1.5,2.8,4.1,3.1087751579862637,3.1246355501830174,3.177215834997072,3.237958111167812,3.3967626199707284,14.518971458873693,4.396902432728038,4.757134664499726,5.205200866724677,5.680164651283813,6.1479707058908,6.590313926177527
1987,1,2,9,0,36,84,8.5,90.29370066918334,59.64183594239175,79.93152456488664,129.27241605930888,0.48113278429000544,38.64222209299704,112.75321894601251,1.0,38.64222209299704,63.78324347619797,1.5,2.8,5.2,23.35378424978961,23.468989429286665,29.764763061165773,76.48149365489269,77.66750343780203,77.74829238028744,32.97720740307504,35.67467200960824,39.030959905487535,42.58977554196256,46.095267801994375,47.66708573945348
1987,1,2,10,0,21,154,9.5,160.65016227670102,56.590075599777485,71.53807493007216,140.56514791097268,0.13732353123668603,73.21505882246207,145.7789384504357,1.0,73.21505882246207,115.69717049874667,1.5,3.3,4.6,51.74129629989585,86.89618057857615,87.64117022708285,88.50226254825495,90.75889445946919,89.32846097635928,62.57171392469751,67.69542638459365,74.0698925426766,80.82834188765811,87.4856257285172,88.76694995482299
1987,1,2,11,0,129,174,10.5,228.3558143842506,54.28355762182304,65.07933685829006,153.7043836963056,0.0,81.24021063851076,270.1096221361774,1.0,81.24021063851076,137.97362905006773,1.5,4.4,4.6,172.66955647118377,172.8018361416079,173.3300637419638,173.8452348903962,175.98909936773958,179.11056696700078,63.608085791926676,68.57416415387485,74.75454627895998,81.30961940677737,87.89001361936374,94.09822433383722
1987,1,2,12,0,419,125,11.5,326.7113595542801,52.934623449139394,61.22237925120489,168.57424218337803,0.0,85.34520974604229,496.36757377059837,1.0,85.34520974604229,128.82533225693854,1.5,7.2,7.2,349.23133111703453,348.4817110165207,347.52652057705325,346.17655985526125,346.9017019902326,354.0308693103955,41.462938293859,43.287986081540666,45.65335490163138,48.84657107135649,51.46564419998009,62.48304185226767
1987,1,2,13,0,90,236,12.5,280.33943602074055,52.68365544467724,60.48440754201588,184.37128007539857,0.0,118.44791161074181,287.13029085114454,1.0,118.44791161074181,177.1149303092833,1.491727338925657,7.8,9.3,179.6318873855029,179.56654974839557,180.04957881034844,180.5423356924155,183.47115098412235,183.56019178216962,89.26738829061343,95.97194676137586,104.34201795247576,113.52950909428897,122.28977421974294,127.1870276763939
1987,1,2,14,0,4,172,13.5,173.81733928948105,53.558332624515444,62.97785630504906,199.80181444363518,0.0,87.05397527339838,134.3382721101082,1.0,87.05397527339838,132.08476701614418,1.5,7.2,6.7,73.13551999096546,73.37090000518718,74.18638734625392,75.110418460844,77.72190985266946,76.07279908208287,73.0335385092058,78.95339298173525,86.31824668331194,94.14314782396731,101.85513575301906,103.35901433839703
